recording,window,slot,channel,animal,genotype
AP3B2het-221-M__2,4518,Ch G,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__2,4518,Ch H,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__2,4518,Ch I,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__2,4518,Ch J,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__2,4812,Ch A,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__2,4812,Ch B,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__2,4812,Ch C,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__2,4812,Ch D,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__2,4812,Ch E,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__2,4812,Ch F,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__2,4812,Ch G,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__2,4812,Ch H,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__2,4812,Ch I,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__2,4812,Ch J,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__2,9527,Ch A,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__2,9527,Ch B,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__2,9527,Ch C,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__2,9527,Ch D,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__2,9527,Ch E,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__2,9527,Ch F,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__2,9527,Ch G,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__2,9527,Ch H,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__2,9527,Ch I,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__2,9527,Ch J,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__2,12390,Ch A,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__2,12390,Ch B,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__2,12390,Ch C,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__2,12390,Ch D,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__2,12390,Ch E,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__2,12390,Ch F,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__2,12390,Ch G,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__2,12390,Ch H,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__2,12390,Ch I,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__2,12390,Ch J,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__2,13794,Ch A,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__2,13794,Ch B,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__2,13794,Ch C,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__2,13794,Ch D,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__2,13794,Ch E,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__2,13794,Ch F,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__2,13794,Ch G,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__2,13794,Ch H,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__2,13794,Ch I,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__2,13794,Ch J,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__3,4828,Ch A,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__3,4828,Ch B,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__3,4828,Ch C,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__3,4828,Ch D,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__3,4828,Ch E,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__3,4828,Ch F,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__3,4828,Ch G,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__3,4828,Ch H,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__3,4828,Ch I,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__3,4828,Ch J,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__3,6608,Ch A,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__3,6608,Ch B,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__3,6608,Ch C,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__3,6608,Ch D,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__3,6608,Ch E,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__3,6608,Ch F,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__3,6608,Ch G,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__3,6608,Ch H,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__3,6608,Ch I,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__3,6608,Ch J,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__3,7752,Ch A,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__3,7752,Ch B,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__3,7752,Ch C,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__3,7752,Ch D,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__3,7752,Ch E,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__3,7752,Ch F,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__3,7752,Ch G,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__3,7752,Ch H,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__3,7752,Ch I,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__3,7752,Ch J,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__3,8023,Ch A,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__3,8023,Ch B,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__3,8023,Ch C,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__3,8023,Ch D,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__3,8023,Ch E,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__3,8023,Ch F,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__3,8023,Ch G,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__3,8023,Ch H,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__3,8023,Ch I,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__3,8023,Ch J,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__3,9362,Ch A,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__3,9362,Ch B,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__3,9362,Ch C,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__3,9362,Ch D,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__3,9362,Ch E,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__3,9362,Ch F,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__3,9362,Ch G,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__3,9362,Ch H,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__3,9362,Ch I,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__3,9362,Ch J,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__4,3085,Ch A,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__4,3085,Ch B,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__4,3085,Ch C,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__4,3085,Ch D,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__4,3085,Ch E,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__4,3085,Ch F,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__4,3085,Ch G,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__4,3085,Ch H,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__4,3085,Ch I,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__4,3085,Ch J,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__4,5058,Ch A,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__4,5058,Ch B,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__4,5058,Ch C,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__4,5058,Ch D,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__4,5058,Ch E,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__4,5058,Ch F,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__4,5058,Ch G,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__4,5058,Ch H,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__4,5058,Ch I,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__4,5058,Ch J,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__4,5573,Ch A,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__4,5573,Ch B,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__4,5573,Ch C,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__4,5573,Ch D,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__4,5573,Ch E,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__4,5573,Ch F,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__4,5573,Ch G,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__4,5573,Ch H,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__4,5573,Ch I,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__4,5573,Ch J,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__4,12006,Ch A,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__4,12006,Ch B,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__4,12006,Ch C,RAud,AP3B2het-221-M,HET
AP3B2het-221-M__4,12006,Ch D,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__4,12006,Ch E,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__4,12006,Ch F,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__4,12006,Ch G,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__4,12006,Ch H,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__4,12006,Ch I,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__4,12006,Ch J,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__4,13606,Ch A,RVis,AP3B2het-221-M,HET
AP3B2het-221-M__4,13606,Ch B,RBar,AP3B2het-221-M,HET
AP3B2het-221-M__4,13606,Ch C,LHip,AP3B2het-221-M,HET
AP3B2het-221-M__4,13606,Ch D,LVis,AP3B2het-221-M,HET
AP3B2het-221-M__4,13606,Ch E,RHip,AP3B2het-221-M,HET
AP3B2het-221-M__4,13606,Ch F,LAud,AP3B2het-221-M,HET
AP3B2het-221-M__4,13606,Ch G,RMot,AP3B2het-221-M,HET
AP3B2het-221-M__4,13606,Ch H,LBar,AP3B2het-221-M,HET
AP3B2het-221-M__4,13606,Ch I,LMot,AP3B2het-221-M,HET
AP3B2het-221-M__4,13606,Ch J,RAud,AP3B2het-221-M,HET
AP3B2wt-241-M__0,545,Ch A,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,545,Ch B,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,545,Ch C,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,545,Ch D,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,545,Ch E,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,545,Ch F,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,545,Ch G,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,545,Ch H,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,545,Ch I,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,545,Ch J,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,745,Ch A,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,745,Ch B,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,745,Ch C,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,745,Ch D,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,745,Ch E,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,745,Ch F,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,745,Ch G,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,745,Ch H,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,745,Ch I,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,745,Ch J,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1681,Ch A,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1681,Ch B,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1681,Ch C,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1681,Ch D,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1681,Ch E,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1681,Ch F,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1681,Ch G,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1681,Ch H,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1681,Ch I,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1681,Ch J,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1815,Ch A,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1815,Ch B,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1815,Ch C,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1815,Ch D,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1815,Ch E,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1815,Ch F,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1815,Ch G,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1815,Ch H,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1815,Ch I,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,1815,Ch J,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,2685,Ch A,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,2685,Ch B,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,2685,Ch C,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,2685,Ch D,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,2685,Ch E,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,2685,Ch F,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,2685,Ch G,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,2685,Ch H,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,2685,Ch I,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,2685,Ch J,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,3454,Ch A,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,3454,Ch B,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,3454,Ch C,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,3454,Ch D,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,3454,Ch E,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,3454,Ch F,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,3454,Ch G,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,3454,Ch H,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,3454,Ch I,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,3454,Ch J,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,5748,Ch A,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,5748,Ch B,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,5748,Ch C,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,5748,Ch D,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,5748,Ch E,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,5748,Ch F,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,5748,Ch G,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,5748,Ch H,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,5748,Ch I,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,5748,Ch J,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7629,Ch A,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7629,Ch B,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7629,Ch C,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7629,Ch D,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7629,Ch E,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7629,Ch F,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7629,Ch G,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7629,Ch H,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7629,Ch I,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7629,Ch J,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7772,Ch A,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7772,Ch B,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7772,Ch C,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7772,Ch D,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7772,Ch E,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7772,Ch F,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7772,Ch G,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7772,Ch H,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7772,Ch I,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__0,7772,Ch J,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,3864,Ch A,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,3864,Ch B,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,3864,Ch C,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,3864,Ch D,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,3864,Ch E,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,3864,Ch F,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,3864,Ch G,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,3864,Ch H,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,3864,Ch I,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,3864,Ch J,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4406,Ch A,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4406,Ch B,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4406,Ch C,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4406,Ch D,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4406,Ch E,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4406,Ch F,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4406,Ch G,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4406,Ch H,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4406,Ch I,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4406,Ch J,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4665,Ch A,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4665,Ch B,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4665,Ch C,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4665,Ch D,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4665,Ch E,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4665,Ch F,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4665,Ch G,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4665,Ch H,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4665,Ch I,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,4665,Ch J,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,5411,Ch A,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,5411,Ch B,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,5411,Ch C,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,5411,Ch D,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,5411,Ch E,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,5411,Ch F,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,5411,Ch G,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,5411,Ch H,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,5411,Ch I,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,5411,Ch J,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,7946,Ch A,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,7946,Ch B,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,7946,Ch C,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,7946,Ch D,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,7946,Ch E,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,7946,Ch F,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,7946,Ch G,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,7946,Ch H,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,7946,Ch I,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,7946,Ch J,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11179,Ch A,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11179,Ch B,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11179,Ch C,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11179,Ch D,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11179,Ch E,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11179,Ch F,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11179,Ch G,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11179,Ch H,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11179,Ch I,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11179,Ch J,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11958,Ch A,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11958,Ch B,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11958,Ch C,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11958,Ch D,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11958,Ch E,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11958,Ch F,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11958,Ch G,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11958,Ch H,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11958,Ch I,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,11958,Ch J,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,13598,Ch A,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,13598,Ch B,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,13598,Ch C,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,13598,Ch D,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,13598,Ch E,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,13598,Ch F,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,13598,Ch G,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,13598,Ch H,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,13598,Ch I,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__1,13598,Ch J,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,5971,Ch A,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,5971,Ch B,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,5971,Ch C,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,5971,Ch D,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,5971,Ch E,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,5971,Ch F,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,5971,Ch G,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,5971,Ch H,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,5971,Ch I,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,5971,Ch J,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,18467,Ch A,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,18467,Ch B,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,18467,Ch C,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,18467,Ch D,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,18467,Ch E,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,18467,Ch F,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,18467,Ch G,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,18467,Ch H,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,18467,Ch I,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,18467,Ch J,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,21865,Ch A,LVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,21865,Ch B,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,21865,Ch C,RVis,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,21865,Ch D,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,21865,Ch E,RBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,21865,Ch F,LMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,21865,Ch G,LHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,21865,Ch H,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,21865,Ch I,LBar,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,21865,Ch J,RAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,25664,Ch A,LAud,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,25664,Ch B,RHip,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,25664,Ch C,RMot,AP3B2wt-241-M,WT
AP3B2wt-241-M__2,25664,Ch D,RVis,AP3B2wt-241-M,WT
